rate_id,rate_date,from_currency,to_currency,rate,rate_source,created_at
156,2022-06-05,EUR,USD,1.05167412,FED,2022-06-05 08:38:02
157,2022-06-06,EUR,USD,1.05562147,FED,2022-06-06 06:05:14
158,2022-06-07,EUR,USD,1.05231941,ECB,2022-06-07 14:36:02
159,2022-06-08,EUR,USD,1.05248062,FED,2022-06-08 14:11:37
160,2022-06-09,EUR,USD,1.05052759,FED,2022-06-09 21:05:30
161,2022-06-10,EUR,USD,1.04888906,ECB,2022-06-10 11:21:26
162,2022-06-11,EUR,USD,1.05120255,FED,2022-06-11 15:42:25
163,2022-06-12,EUR,USD,1.0527525,FED,2022-06-12 08:20:16
164,2022-06-13,EUR,USD,1.04907494,FED,2022-06-13 09:49:25
165,2022-06-14,EUR,USD,1.05295792,ECB,2022-06-14 20:26:03
166,2022-06-15,EUR,USD,1.04853223,ECB,2022-06-15 22:23:39
167,2022-06-16,EUR,USD,1.04871064,ECB,2022-06-16 12:17:35
168,2022-06-17,EUR,USD,1.04430536,ECB,2022-06-17 15:28:56
169,2022-06-18,EUR,USD,1.0437961,ECB,2022-06-18 11:19:35
170,2022-06-19,EUR,USD,1.04228624,ECB,2022-06-19 19:05:14
171,2022-06-20,EUR,USD,1.049187,FED,2022-06-20 09:41:53
172,2022-06-21,EUR,USD,1.04884879,ECB,2022-06-21 21:59:45
173,2022-06-22,EUR,USD,1.04756972,FED,2022-06-22 21:30:15
174,2022-06-23,EUR,USD,1.05231419,FED,2022-06-23 10:24:12
175,2022-06-24,EUR,USD,1.05563129,ECB,2022-06-24 08:17:49
176,2022-06-25,EUR,USD,1.05385249,FED,2022-06-25 16:59:50
177,2022-06-26,EUR,USD,1.04799925,FED,2022-06-26 15:53:37
178,2022-06-27,EUR,USD,1.04771604,FED,2022-06-27 10:28:34
179,2022-06-28,EUR,USD,1.04490393,FED,2022-06-28 20:59:20
180,2022-06-29,EUR,USD,1.04518075,ECB,2022-06-29 13:36:24
181,2022-06-30,EUR,USD,1.04573956,ECB,2022-06-30 16:47:30
182,2022-07-01,EUR,USD,1.05113374,FED,2022-07-01 18:42:50
183,2022-07-02,EUR,USD,1.05494698,FED,2022-07-02 07:08:32
184,2022-07-03,EUR,USD,1.04691221,FED,2022-07-03 09:55:54
185,2022-07-04,EUR,USD,1.04334151,FED,2022-07-04 06:46:09
186,2022-07-05,EUR,USD,1.04474251,FED,2022-07-05 10:04:30
187,2022-07-06,EUR,USD,1.04522653,FED,2022-07-06 08:54:21
188,2022-07-07,EUR,USD,1.04281392,FED,2022-07-07 16:40:45
189,2022-07-08,EUR,USD,1.04556539,ECB,2022-07-08 08:15:40
190,2022-07-09,EUR,USD,1.04320737,FED,2022-07-09 13:47:05
191,2022-07-10,EUR,USD,1.04190344,ECB,2022-07-10 20:10:44
192,2022-07-11,EUR,USD,1.04247702,FED,2022-07-11 06:02:20
193,2022-07-12,EUR,USD,1.04322211,FED,2022-07-12 19:09:15
194,2022-07-13,EUR,USD,1.04072282,FED,2022-07-13 11:10:11
195,2022-07-14,EUR,USD,1.0462779,ECB,2022-07-14 21:58:37
196,2022-07-15,EUR,USD,1.04930116,ECB,2022-07-15 13:29:40
197,2022-07-16,EUR,USD,1.04924076,ECB,2022-07-16 20:57:18
198,2022-07-17,EUR,USD,1.05165704,ECB,2022-07-17 08:28:22
199,2022-07-18,EUR,USD,1.05430921,FED,2022-07-18 14:29:54
200,2022-07-19,EUR,USD,1.0541025,FED,2022-07-19 12:24:54
201,2022-07-20,EUR,USD,1.05178833,FED,2022-07-20 15:44:18
202,2022-07-21,EUR,USD,1.05203286,ECB,2022-07-21 18:17:00
203,2022-07-22,EUR,USD,1.04763655,ECB,2022-07-22 21:53:57
204,2022-07-23,EUR,USD,1.04571163,FED,2022-07-23 13:38:51
205,2022-07-24,EUR,USD,1.0430355,FED,2022-07-24 10:40:06
206,2022-07-25,EUR,USD,1.04659899,ECB,2022-07-25 15:50:28
207,2022-07-26,EUR,USD,1.04952508,ECB,2022-07-26 08:58:18
208,2022-07-27,EUR,USD,1.05014938,FED,2022-07-27 19:11:12
209,2022-07-28,EUR,USD,1.05279573,FED,2022-07-28 22:32:58
210,2022-07-29,EUR,USD,1.05569887,FED,2022-07-29 11:16:58
211,2022-07-30,EUR,USD,1.05734136,FED,2022-07-30 16:51:07
212,2022-07-31,EUR,USD,1.05409717,FED,2022-07-31 08:09:48
213,2022-08-01,EUR,USD,1.06023111,FED,2022-08-01 17:05:50
214,2022-08-02,EUR,USD,1.05891297,FED,2022-08-02 06:16:34
215,2022-08-03,EUR,USD,1.06108607,FED,2022-08-03 18:52:40
216,2022-08-04,EUR,USD,1.06322535,FED,2022-08-04 09:43:14
217,2022-08-05,EUR,USD,1.05886194,FED,2022-08-05 13:41:04
218,2022-08-06,EUR,USD,1.05964917,FED,2022-08-06 15:41:26
219,2022-08-07,EUR,USD,1.06036885,ECB,2022-08-07 15:31:07
220,2022-08-08,EUR,USD,1.06101737,ECB,2022-08-08 13:56:34
221,2022-08-09,EUR,USD,1.0633209,FED,2022-08-09 10:56:26
222,2022-08-10,EUR,USD,1.06596154,ECB,2022-08-10 21:39:26
223,2022-08-11,EUR,USD,1.06836455,FED,2022-08-11 12:28:28
224,2022-08-12,EUR,USD,1.06739437,ECB,2022-08-12 17:06:43
225,2022-08-13,EUR,USD,1.06275773,FED,2022-08-13 07:25:17
226,2022-08-14,EUR,USD,1.06784178,ECB,2022-08-14 09:54:52
227,2022-08-15,EUR,USD,1.06330827,ECB,2022-08-15 07:50:21
228,2022-08-16,EUR,USD,1.06462849,ECB,2022-08-16 10:50:36
229,2022-08-17,EUR,USD,1.06629798,ECB,2022-08-17 12:52:55
230,2022-08-18,EUR,USD,1.07208129,ECB,2022-08-18 16:49:09
231,2022-08-19,EUR,USD,1.07312237,FED,2022-08-19 10:08:34
232,2022-08-20,EUR,USD,1.06891519,FED,2022-08-20 11:07:42
233,2022-08-21,EUR,USD,1.07005427,FED,2022-08-21 13:37:20
234,2022-08-22,EUR,USD,1.06878434,ECB,2022-08-22 11:16:03
235,2022-08-23,EUR,USD,1.07112808,ECB,2022-08-23 08:30:28
236,2022-08-24,EUR,USD,1.07352944,FED,2022-08-24 22:37:06
237,2022-08-25,EUR,USD,1.07135295,ECB,2022-08-25 22:19:29
238,2022-08-26,EUR,USD,1.07202856,ECB,2022-08-26 07:30:54
239,2022-08-27,EUR,USD,1.06803875,FED,2022-08-27 20:04:57
240,2022-08-28,EUR,USD,1.07086547,ECB,2022-08-28 16:38:09
241,2022-08-29,EUR,USD,1.07322567,FED,2022-08-29 18:38:33
242,2022-08-30,EUR,USD,1.07426133,FED,2022-08-30 20:32:38
243,2022-08-31,EUR,USD,1.06908196,ECB,2022-08-31 12:27:28
244,2022-09-01,EUR,USD,1.07149956,ECB,2022-09-01 19:21:52
245,2022-09-02,EUR,USD,1.06830694,ECB,2022-09-02 16:27:20
246,2022-09-03,EUR,USD,1.06926437,FED,2022-09-03 17:09:43
247,2022-09-04,EUR,USD,1.07032296,ECB,2022-09-04 08:27:06
248,2022-09-05,EUR,USD,1.06976603,FED,2022-09-05 10:35:03
249,2022-09-06,EUR,USD,1.06623804,FED,2022-09-06 09:26:22
250,2022-09-07,EUR,USD,1.06411453,FED,2022-09-07 07:18:38
251,2022-09-08,EUR,USD,1.06354361,ECB,2022-09-08 10:42:30
252,2022-09-09,EUR,USD,1.06492245,ECB,2022-09-09 09:22:54
253,2022-09-10,EUR,USD,1.06344171,FED,2022-09-10 13:51:27
254,2022-09-11,EUR,USD,1.06289603,ECB,2022-09-11 14:01:11
255,2022-09-12,EUR,USD,1.06210841,FED,2022-09-12 17:00:11
256,2022-09-13,EUR,USD,1.06745289,ECB,2022-09-13 18:04:09
257,2022-09-14,EUR,USD,1.06696769,ECB,2022-09-14 22:13:24
258,2022-09-15,EUR,USD,1.05842982,FED,2022-09-15 20:21:10
259,2022-09-16,EUR,USD,1.05495257,ECB,2022-09-16 07:09:10
260,2022-09-17,EUR,USD,1.05864084,ECB,2022-09-17 08:17:28
261,2022-09-18,EUR,USD,1.05671629,FED,2022-09-18 19:17:13
262,2022-09-19,EUR,USD,1.05360609,ECB,2022-09-19 17:27:07
263,2022-09-20,EUR,USD,1.05261863,FED,2022-09-20 22:42:19
264,2022-09-21,EUR,USD,1.05727241,ECB,2022-09-21 13:25:38
265,2022-09-22,EUR,USD,1.05929167,ECB,2022-09-22 10:48:16
266,2022-09-23,EUR,USD,1.06001691,FED,2022-09-23 16:07:00
267,2022-09-24,EUR,USD,1.05664211,ECB,2022-09-24 18:34:45
268,2022-09-25,EUR,USD,1.05669738,ECB,2022-09-25 22:35:53
269,2022-09-26,EUR,USD,1.05523753,FED,2022-09-26 07:27:01
270,2022-09-27,EUR,USD,1.05266109,FED,2022-09-27 08:55:20
271,2022-09-28,EUR,USD,1.04899722,FED,2022-09-28 15:07:25
272,2022-09-29,EUR,USD,1.04711489,ECB,2022-09-29 16:10:51
273,2022-09-30,EUR,USD,1.05041544,FED,2022-09-30 08:27:54
274,2022-10-01,EUR,USD,1.04928451,ECB,2022-10-01 13:27:37
275,2022-10-02,EUR,USD,1.04825163,FED,2022-10-02 16:14:21
276,2022-10-03,EUR,USD,1.04899687,ECB,2022-10-03 08:32:40
277,2022-10-04,EUR,USD,1.05183143,FED,2022-10-04 17:46:52
278,2022-10-05,EUR,USD,1.05430645,ECB,2022-10-05 13:06:09
279,2022-10-06,EUR,USD,1.05423324,ECB,2022-10-06 08:11:49
280,2022-10-07,EUR,USD,1.05618433,FED,2022-10-07 20:48:36
281,2022-10-08,EUR,USD,1.05639886,FED,2022-10-08 16:09:28
282,2022-10-09,EUR,USD,1.05294587,ECB,2022-10-09 21:28:40
283,2022-10-10,EUR,USD,1.05212103,ECB,2022-10-10 17:32:04
284,2022-10-11,EUR,USD,1.05451256,FED,2022-10-11 20:28:02
285,2022-10-12,EUR,USD,1.06010734,ECB,2022-10-12 08:39:38
286,2022-10-13,EUR,USD,1.06220806,FED,2022-10-13 20:37:35
287,2022-10-14,EUR,USD,1.06721603,ECB,2022-10-14 20:58:51
288,2022-10-15,EUR,USD,1.06572784,ECB,2022-10-15 16:38:30
289,2022-10-16,EUR,USD,1.05768609,FED,2022-10-16 09:51:57
290,2022-10-17,EUR,USD,1.05761753,FED,2022-10-17 08:32:41
291,2022-10-18,EUR,USD,1.05873701,FED,2022-10-18 20:33:33
292,2022-10-19,EUR,USD,1.06085549,ECB,2022-10-19 17:23:58
293,2022-10-20,EUR,USD,1.06018592,FED,2022-10-20 07:50:40
294,2022-10-21,EUR,USD,1.06337733,FED,2022-10-21 08:21:06
295,2022-10-22,EUR,USD,1.06043037,FED,2022-10-22 10:21:05
296,2022-10-23,EUR,USD,1.05931011,ECB,2022-10-23 17:19:41
297,2022-10-24,EUR,USD,1.05830178,ECB,2022-10-24 15:35:24
298,2022-10-25,EUR,USD,1.05529927,FED,2022-10-25 10:42:44
299,2022-10-26,EUR,USD,1.05776852,ECB,2022-10-26 19:32:23
300,2022-10-27,EUR,USD,1.05319586,ECB,2022-10-27 17:19:11
301,2022-10-28,EUR,USD,1.05595033,FED,2022-10-28 12:14:08
302,2022-10-29,EUR,USD,1.05507539,ECB,2022-10-29 08:18:54
303,2022-10-30,EUR,USD,1.05596933,ECB,2022-10-30 16:56:49
304,2022-10-31,EUR,USD,1.0523056,ECB,2022-10-31 18:09:10
305,2022-11-01,EUR,USD,1.05434752,ECB,2022-11-01 20:02:26
306,2022-11-02,EUR,USD,1.0587559,FED,2022-11-02 13:28:39
307,2022-11-03,EUR,USD,1.05760695,FED,2022-11-03 13:34:15
308,2022-11-04,EUR,USD,1.06275246,FED,2022-11-04 21:57:53
309,2022-11-05,EUR,USD,1.06440691,FED,2022-11-05 20:49:18
310,2022-11-06,EUR,USD,1.06892172,FED,2022-11-06 22:33:26
311,2022-11-07,EUR,USD,1.07469844,ECB,2022-11-07 14:03:41
312,2022-11-08,EUR,USD,1.07344871,FED,2022-11-08 17:35:59
313,2022-11-09,EUR,USD,1.07842706,ECB,2022-11-09 15:05:48
314,2022-11-10,EUR,USD,1.08218666,ECB,2022-11-10 14:28:57
315,2022-11-11,EUR,USD,1.07608581,ECB,2022-11-11 13:52:28
316,2022-11-12,EUR,USD,1.07557565,FED,2022-11-12 06:26:03
317,2022-11-13,EUR,USD,1.07309068,FED,2022-11-13 08:23:14
318,2022-11-14,EUR,USD,1.07497774,ECB,2022-11-14 16:59:06
319,2022-11-15,EUR,USD,1.07746106,ECB,2022-11-15 10:02:18
320,2022-11-16,EUR,USD,1.0734937,FED,2022-11-16 10:48:45
321,2022-11-17,EUR,USD,1.06912552,ECB,2022-11-17 06:16:13
322,2022-11-18,EUR,USD,1.06998064,ECB,2022-11-18 22:27:07
323,2022-11-19,EUR,USD,1.07036775,ECB,2022-11-19 07:15:26
324,2022-11-20,EUR,USD,1.06803416,FED,2022-11-20 08:07:53
325,2022-11-21,EUR,USD,1.07160792,ECB,2022-11-21 22:36:15
326,2022-11-22,EUR,USD,1.0691759,ECB,2022-11-22 15:27:00
327,2022-11-23,EUR,USD,1.0673891,FED,2022-11-23 11:42:42
328,2022-11-24,EUR,USD,1.06582024,ECB,2022-11-24 22:23:04
329,2022-11-25,EUR,USD,1.06965725,ECB,2022-11-25 18:55:30
330,2022-11-26,EUR,USD,1.06849647,ECB,2022-11-26 18:23:16
331,2022-11-27,EUR,USD,1.06844568,ECB,2022-11-27 17:15:46
332,2022-11-28,EUR,USD,1.06543324,ECB,2022-11-28 16:08:02
333,2022-11-29,EUR,USD,1.06369132,ECB,2022-11-29 20:44:30
334,2022-11-30,EUR,USD,1.06601364,ECB,2022-11-30 10:04:45
335,2022-12-01,EUR,USD,1.0665932,FED,2022-12-01 12:02:50
336,2022-12-02,EUR,USD,1.06310126,ECB,2022-12-02 07:20:59
337,2022-12-03,EUR,USD,1.06191657,FED,2022-12-03 14:02:48
338,2022-12-04,EUR,USD,1.06490126,ECB,2022-12-04 15:22:55
339,2022-12-05,EUR,USD,1.06613427,FED,2022-12-05 14:07:51
340,2022-12-06,EUR,USD,1.05984401,FED,2022-12-06 19:56:25
341,2022-12-07,EUR,USD,1.05956046,FED,2022-12-07 16:11:31
342,2022-12-08,EUR,USD,1.0528229,FED,2022-12-08 17:59:51
343,2022-12-09,EUR,USD,1.04718767,FED,2022-12-09 08:27:38
344,2022-12-10,EUR,USD,1.04650549,ECB,2022-12-10 15:20:06
345,2022-12-11,EUR,USD,1.05055075,FED,2022-12-11 20:38:45
346,2022-12-12,EUR,USD,1.05278554,FED,2022-12-12 11:44:28
347,2022-12-13,EUR,USD,1.05223209,FED,2022-12-13 19:17:40
348,2022-12-14,EUR,USD,1.05297809,ECB,2022-12-14 08:42:40
349,2022-12-15,EUR,USD,1.04982748,ECB,2022-12-15 06:09:54
350,2022-12-16,EUR,USD,1.05192749,FED,2022-12-16 07:08:04
351,2022-12-17,EUR,USD,1.05232671,FED,2022-12-17 18:36:02
352,2022-12-18,EUR,USD,1.05685364,ECB,2022-12-18 20:23:23
353,2022-12-19,EUR,USD,1.05566326,ECB,2022-12-19 22:23:25
354,2022-12-20,EUR,USD,1.05610031,FED,2022-12-20 14:15:07
355,2022-12-21,EUR,USD,1.05810635,FED,2022-12-21 09:16:49
356,2022-12-22,EUR,USD,1.05843651,FED,2022-12-22 20:13:39
357,2022-12-23,EUR,USD,1.05686802,FED,2022-12-23 12:07:08
358,2022-12-24,EUR,USD,1.06375729,ECB,2022-12-24 20:11:57
359,2022-12-25,EUR,USD,1.06125633,FED,2022-12-25 17:45:04
360,2022-12-26,EUR,USD,1.05060749,FED,2022-12-26 15:54:10
361,2022-12-27,EUR,USD,1.04889221,ECB,2022-12-27 17:32:14
362,2022-12-28,EUR,USD,1.04189319,ECB,2022-12-28 12:50:08
